Target lang,Transfer lang,Accuracy,Rank,Accuracy level,Entity overlap,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
lo,xh,4,0.596101316,-0.03596899,0.007677543,-2.349673015,-1.076338242,-0.596185755,0.276828836,-0.143836739,-1.322486738,-1.628125965,0.3824,0.732172354
lo,yo,5,-0.47589031,0.734235025,0.011516315,0.379281215,-1.076338242,1.068585409,0.276828836,-2.348977322,-1.561705689,0.602855577,0.3914,0.875710264
lo,zu,4,0.596101316,-0.03596899,0,-1.764244316,-1.076338242,-0.239050847,0.276828836,-0.408072783,-0.34024158,0.568066156,0.4837,0.665784006
mr,am,24,-1.233461489,0.893285588,0.0005,-0.611235909,0.72985533,-0.94058207,0.276828836,-0.922642578,-0.676654961,0.591554152,0.466,-0.303019818
mr,ar,11,0.812313812,-0.492154851,0,0.632419405,0.72985533,-0.181902616,0.276828836,-0.243541376,0.196949161,-1.628125965,0.6284,1.590962734
mr,az,14,0.561401761,0.016977944,0.0001,0.632419405,0.72985533,-0.181902616,0.276828836,-0.243541376,0.196949161,-1.628125965,0.6284,1.590962734
mr,bn,37,-1.991032668,0.965496175,0.0002,0.632419405,0.72985533,-0.181902616,-2.368088113,-1.890436127,-1.652573652,0.61394371,0.3908,-1.446596085
mr,ca,16,0.281680869,0.333459614,0,0.632419405,0.72985533,-0.181902616,-0.259467152,0.658736071,-0.245686682,0.61394371,0.4488,0.399808435
mr,ceb,9,0.94415347,-0.975108354,0,0.632419405,0.72985533,-0.181902616,0.276828836,1.75140242,0.199343318,-1.628125965,0.5195,0.00810135
mr,ckb,21,-0.307412221,0.676120577,0,0.269678823,0.72985533,-0.40318887,-1.342084598,0.626822684,1.669224417,-1.628125965,0.6284,-0.434965531
mr,de,22,-0.675157595,0.789645475,0,0.632419405,0.72985533,-0.181902616,-0.590926155,-0.509174492,-0.191298627,0.579980434,0.5522,0.283902313
mr,fa,15,0.410411152,0.207963661,0,0.632419405,0.72985533,-0.181902616,0.276828836,-0.243541376,0.196949161,-1.628125965,0.6284,1.590962734
mr,fr,11,0.812313812,-0.492154851,0,0.632419405,0.72985533,-0.181902616,-0.086357782,-0.057934121,-0.194735296,0.579980434,0.5174,0.4136504
mr,ha,17,0.18658229,0.410332085,0,-1.108887671,0.72985533,-1.244169537,0.276828836,0.734590842,0.365849629,0.579980434,0.5648,0.398188352
mr,hi,56,-3.191754579,1.011313742,0.054,0.632419405,0.72985533,-0.181902616,-2.368088113,-1.536577578,-1.533971702,0.602855577,0.398,-2.24147264
mr,hu,21,-0.307412221,0.676120577,0,0.632419405,0.72985533,-0.181902616,0.276828836,-0.499590717,-0.437413356,0.602855577,0.4901,0.179051226
mr,ilo,15,0.410411152,0.207963661,0.0004,-0.175037928,0.72985533,-0.674483865,0.276828836,1.04856858,-0.342892332,-1.628125965,0.4571,-0.122330942
mr,id,27,-1.432728774,0.917845425,0,0.632419405,0.72985533,-0.181902616,0.276828836,0.814243148,0.075024602,0.591554152,0.47,-0.152916844
mr,it,23,-0.919041042,0.84259241,0,0.632419405,0.72985533,-0.181902616,-0.316081083,0.339312488,-0.150231444,-1.628125965,0.5248,0.27061563
mr,jv,21,-0.307412221,0.676120577,0,0.571061437,0.72985533,-0.219333429,0.276828836,1.292406307,-0.63913844,0.658285164,0.409,-0.238010963
mr,kk,11,0.812313812,-0.492154851,0,0.632419405,0.72985533,-0.181902616,0.276828836,0.248715858,1.59677696,0.713086254,0.6284,-0.714528375
mr,rw,7,0.992736765,-1.240896846,0,-1.276296374,0.72985533,-1.346295537,0.276828836,1.203335024,0.154473115,-1.628125965,0.553,0.079384189
mr,ky,22,-0.675157595,0.789645475,0,0.632419405,0.72985533,-0.181902616,0.276828836,-1.297479061,-0.116250159,0.579980434,0.5986,-0.786366964
mr,ku,24,-1.233461489,0.893285588,0,-0.080624024,0.72985533,-0.61688761,0.276828836,0.527799839,1.623069843,-1.628125965,0.6284,-0.432347247
mr,lo,1,1.147552874,-3.717740242,0,-1.670564829,0.72985533,-1.586815055,0.276828836,0.591863477,-0.281384206,-1.628125965,0.4997,-0.667352587
mr,mt,6,1.016241847,-1.399947409,0,-0.905673975,0.72985533,-1.12020106,0.276828836,1.292406307,-0.027239261,-1.628125965,0.5422,0.236174117
mr,my,3,1.061787778,-1.800722819,0,-0.236001721,0.72985533,-0.711674216,0.276828836,-0.983074381,-0.83040275,0.568066156,0.4475,-1.234304155
mr,ms,20,-0.095210535,0.583259814,0,0.632419405,0.72985533,-0.181902616,0.276828836,-0.243541376,0.196949161,-1.628125965,0.6284,1.590962734
mr,nl,14,0.561401761,0.016977944,0,0.632419405,0.72985533,-0.181902616,-0.316081083,-0.007499076,-0.237882712,-1.628125965,0.5625,0.379890354
mr,ny,4,1.039252048,-1.583557809,0,-2.2845374,0.72985533,-1.961362866,0.276828836,1.394968265,2.051180308,-1.628125965,0.6284,0.17043657
mr,om,11,0.812313812,-0.492154851,0,-2.197495376,0.72985533,-1.908263752,0.276828836,-0.243541376,0.196949161,-1.628125965,0.6284,1.590962734
mr,pa,36,-1.676612221,0.941909069,0,0.448880641,0.72985533,-0.293868598,-2.872656486,-1.536577578,-2.174137497,-1.628125965,0.3531,-1.602734944
mr,pl,15,0.410411152,0.207963661,0,0.632419405,0.72985533,-0.181902616,-0.749399781,-0.214517398,-0.107788765,0.61394371,0.5464,0.217059907
mr,pt,13,0.662360644,-0.149493888,0,0.632419405,0.72985533,-0.181902616,-0.111625352,0.492212004,-0.403334341,-1.628125965,0.4726,0.496455048
mr,ro,17,0.18658229,0.410332085,0.0002,0.632419405,0.72985533,-0.181902616,-0.385917719,0.339312488,-0.214539499,0.624956681,0.4744,0.108312576
mr,ru,3,1.061787778,-1.800722819,0,0.632419405,0.72985533,-0.181902616,-0.97889798,-0.215344561,0.191358586,0.61394371,0.6018,-0.310075162
mr,sn,13,0.662360644,-0.149493888,0,-1.570983707,0.72985533,-1.52606659,0.276828836,1.446164143,0.298933819,-1.628125965,0.5638,0.250218132
mr,so,9,0.94415347,-0.975108354,0,-0.990919845,0.72985533,-1.172204448,0.276828836,-0.089386069,-0.566736183,0.591554152,0.4513,-0.400098023
mr,es,20,-0.095210535,0.583259814,0,0.632419405,0.72985533,-0.181902616,-0.173465968,0.520555446,0.316132385,0.602855577,0.5499,0.461322618
mr,sw,18,0.082413584,0.482542672,0.0005,0.632419405,0.72985533,-0.181902616,0.276828836,-0.243541376,0.196949161,-1.628125965,0.6284,1.590962734
mr,sv,16,0.281680869,0.333459614,0,0.632419405,0.72985533,-0.181902616,-0.590926155,0.366206799,-0.22058158,-1.628125965,0.5352,0.276020105
mr,ta,22,-0.675157595,0.789645475,0,0.632419405,0.72985533,-0.181902616,0.276828836,-2.015848468,-2.33125505,-1.628125965,0.3687,-2.140451263
mr,te,38,-2.4341834,0.988625249,0,0.233081326,0.72985533,-0.425514807,0.276828836,-1.660622392,-1.882663502,0.624956681,0.3556,-3.498005395
mr,tg,15,0.410411152,0.207963661,0,0.632419405,0.72985533,-0.181902616,-0.97889798,0.177476428,1.464577137,-1.628125965,0.6284,-0.895264492
mr,tl,16,0.281680869,0.333459614,0.0001,0.632419405,0.72985533,-0.181902616,0.276828836,0.89277321,0.033203026,0.602855577,0.4531,-0.093006052
mr,th,11,0.812313812,-0.492154851,0.0003,0.632419405,0.72985533,-0.181902616,0.276828836,1.27723768,-0.127270202,0.591554152,0.3767,-0.82763587
mr,ti,2,1.12673426,-2.892125777,0,-3.121373949,0.72985533,-2.471866611,0.276828836,0.470310856,-0.230955482,-1.628125965,0.5354,-0.308307381
mr,tk,19,0.026352876,0.517070014,0.0001,-1.052059778,0.72985533,-1.209502251,0.276828836,-0.87308874,1.103777232,0.713086254,0.6284,-0.767994608
mr,tr,22,-0.675157595,0.789645475,0,0.632419405,0.72985533,-0.181902616,0.276828836,-0.542409446,-0.172436668,0.602855577,0.5638,-0.088595923
mr,uk,23,-0.919041042,0.84259241,0,0.632419405,0.72985533,-0.181902616,-0.749399781,-0.72429736,-0.644749019,-1.628125965,0.5248,0.117389486
mr,ug,12,0.75477715,-0.343071793,0,-1.04197607,0.72985533,-1.203350786,0.276828836,-0.79911506,1.16730381,0.682477255,0.6284,-0.706259358
mr,uz,13,0.662360644,-0.149493888,0,0.632419405,0.72985533,-0.181902616,0.276828836,-0.243541376,0.196949161,-1.628125965,0.6284,1.590962734
mr,vi,14,0.561401761,0.016977944,0.0001,0.632419405,0.72985533,-0.181902616,0.276828836,1.050546403,0.361982216,0.579980434,0.5522,-0.588690814
mr,xh,3,1.061787778,-1.800722819,0,-2.349673015,0.72985533,-2.001098194,0.276828836,1.27280571,0.124616989,-1.628125965,0.5351,0.432068272
mr,yo,18,0.082413584,0.482542672,0.0005,0.379281215,0.72985533,-0.33632703,0.276828836,1.531467174,0.277749941,0.602855577,0.4407,0.500625532
mr,zu,12,0.75477715,-0.343071793,0,-1.764244316,0.72985533,-1.643963287,0.276828836,0.909699536,0.565397966,0.568066156,0.5774,0.324616972
pa,am,26,-1.432728774,0.917845425,0,-0.611235909,0.585908824,-0.828616087,0.276828836,-1.496876243,-0.635401349,0.591554152,0.5241,-0.245804905
pa,ar,5,0.94415347,-0.975108354,0,0.632419405,0.585908824,-0.069936633,0.276828836,-1.062435582,-0.338475148,-1.628125965,0.5732,1.590962734
pa,az,16,-0.307412221,0.676120577,0,0.632419405,0.585908824,-0.069936633,0.276828836,-1.062435582,-0.338475148,-1.628125965,0.5732,1.590962734
pa,bn,29,-1.676612221,0.941909069,0,0.632419405,0.585908824,-0.069936633,-2.368088113,-1.536577578,-1.790122445,0.61394371,0.3369,-1.423721227
pa,ca,12,0.369163081,0.251281522,0.00012655,0.632419405,0.585908824,-0.069936633,-0.259467152,-0.232743391,-0.555684625,0.61394371,0.4574,0.24911543
pa,ceb,5,0.94415347,-0.975108354,0,0.632419405,0.585908824,-0.069936633,0.276828836,1.602962239,0.337163737,-1.628125965,0.5457,0.081927946
pa,ckb,16,-0.307412221,0.676120577,0,0.269678823,0.585908824,-0.291222888,-1.342084598,0.926574617,1.775776004,-1.628125965,0.5732,-0.718684638
pa,de,14,0.026352876,0.517070014,0,0.632419405,0.585908824,-0.069936633,-0.590926155,-1.119544055,-0.54557423,0.579980434,0.5228,0.090367884
pa,fa,13,0.13573851,0.446984512,0,0.632419405,0.585908824,-0.069936633,0.276828836,-1.062435582,-0.338475148,-1.628125965,0.5732,1.590962734
pa,fr,9,0.7248316,-0.274989841,0,0.632419405,0.585908824,-0.069936633,-0.086357782,-0.854503078,-0.757270217,0.579980434,0.4609,0.243216945
pa,ha,18,-0.919041042,0.84259241,0.00012655,-1.108887671,0.585908824,-1.132203554,0.276828836,0.050376411,0.092963916,0.579980434,0.562,0.375932294
pa,hi,49,-3.191754579,1.011313742,0,0.632419405,0.585908824,-0.069936633,-2.368088113,-4.113684712,-2.826992076,0.602855577,0.3253,-2.613673469
pa,hu,10,0.596101316,-0.03596899,0,0.632419405,0.585908824,-0.069936633,0.276828836,-1.662767,-0.973789612,0.602855577,0.4758,-0.027589617
pa,ilo,7,0.86697241,-0.662603682,0.00012655,-0.175037928,0.585908824,-0.562517883,0.276828836,0.15197745,-0.500769814,-1.628125965,0.4987,-0.084689549
pa,id,20,-1.064983401,0.868208664,0,0.632419405,0.585908824,-0.069936633,0.276828836,-0.1088297,-0.31204906,0.591554152,0.4715,0.065724418
pa,it,15,-0.161469863,0.615024627,0,0.632419405,0.585908824,-0.069936633,-0.316081083,-0.959390165,-0.786017914,-1.628125965,0.5192,0.098748091
pa,jv,12,0.369163081,0.251281522,0.00012655,0.571061437,0.585908824,-0.107367446,0.276828836,1.435101285,-0.541902498,0.658285164,0.3915,-0.04019916
pa,kk,11,0.561401761,0.016977944,0,0.632419405,0.585908824,-0.069936633,0.276828836,0.648118565,1.714980605,0.713086254,0.5732,-1.410205463
pa,rw,3,1.061787778,-1.800722819,0.00012655,-1.276296374,0.585908824,-1.234329555,0.276828836,1.366390805,0.193755269,-1.628125965,0.5311,0.166105626
pa,ky,17,-0.675157595,0.789645475,0,0.632419405,0.585908824,-0.069936633,0.276828836,-0.652259717,-0.283131713,0.579980434,0.5306,-1.611551949
pa,ku,15,-0.161469863,0.615024627,0.00012655,-0.080624024,0.585908824,-0.504921627,0.276828836,0.397420356,1.505894081,-1.628125965,0.5732,-0.720351237
pa,lo,1,1.147552874,-3.717740242,0.00012655,-1.670564829,0.585908824,-1.474849072,0.276828836,0.044852683,-0.414072485,-1.628125965,0.5167,-0.534725345
pa,mr,35,-1.991032668,0.965496175,0,0.632419405,0.585908824,-0.069936633,-2.872656486,-1.536577578,-2.174137497,-1.628125965,0.3531,-1.602734944
pa,mt,8,0.75477715,-0.343071793,0.00012655,-0.905673975,0.585908824,-1.008235077,0.276828836,0.810803571,0.055384954,-1.628125965,0.5681,0.094565401
pa,my,3,1.061787778,-1.800722819,0,-0.236001721,0.585908824,-0.599708233,0.276828836,-0.193054144,-0.509882869,0.568066156,0.4423,-1.077797137
pa,ms,18,-0.919041042,0.84259241,0,0.632419405,0.585908824,-0.069936633,0.276828836,-1.062435582,-0.338475148,-1.628125965,0.5732,1.590962734
pa,nl,13,0.13573851,0.446984512,0,0.632419405,0.585908824,-0.069936633,-0.316081083,-0.59352165,-0.873208404,-1.628125965,0.4873,0.191084658
pa,ny,4,1.016241847,-1.399947409,0.00012655,-2.2845374,0.585908824,-1.849396883,0.276828836,0.55524298,1.584503136,-1.628125965,0.5732,0.3086386
pa,om,8,0.75477715,-0.343071793,0,-2.197495376,0.585908824,-1.796297769,0.276828836,-1.062435582,-0.338475148,-1.628125965,0.5732,1.590962734
pa,pl,12,0.369163081,0.251281522,0,0.632419405,0.585908824,-0.069936633,-0.749399781,-1.108852241,-0.471712874,0.61394371,0.5412,-0.004131855
pa,pt,7,0.86697241,-0.662603682,0,0.632419405,0.585908824,-0.069936633,-0.111625352,-1.262432826,-1.284349435,-1.628125965,0.4629,0.354596252
pa,ro,13,0.13573851,0.446984512,0,0.632419405,0.585908824,-0.069936633,-0.385917719,-0.750642648,-0.41855314,0.624956681,0.5311,-0.11180983
pa,ru,5,0.94415347,-0.975108354,0,0.632419405,0.585908824,-0.069936633,-0.97889798,-1.200886738,-0.263940747,0.61394371,0.5856,-0.795216917
pa,sn,14,0.026352876,0.517070014,0.00012655,-1.570983707,0.585908824,-1.414100607,0.276828836,1.40363675,0.131894781,-1.628125965,0.5169,0.37956102
pa,so,4,1.016241847,-1.399947409,0.00012655,-0.990919845,0.585908824,-1.060238465,0.276828836,-1.030746883,-0.831371777,0.591554152,0.4674,-0.241901522
pa,es,15,-0.161469863,0.615024627,0,0.632419405,0.585908824,-0.069936633,-0.173465968,-0.747911492,-0.195594812,0.602855577,0.5577,0.321507688
pa,sw,8,0.75477715,-0.343071793,0,0.632419405,0.585908824,-0.069936633,0.276828836,-1.062435582,-0.338475148,-1.628125965,0.5732,1.590962734
pa,sv,10,0.596101316,-0.03596899,0,0.632419405,0.585908824,-0.069936633,-0.590926155,-0.451917474,-0.612104035,-1.628125965,0.5228,0.040118516
pa,ta,21,-1.233461489,0.893285588,0,0.632419405,0.585908824,-0.069936633,0.276828836,-1.590309321,-1.78431942,-1.628125965,0.4131,-1.027025666
pa,te,46,-2.4341834,0.988625249,0,0.233081326,0.585908824,-0.313548824,0.276828836,-0.864717522,-1.964833697,0.624956681,0.2687,-1.44505727
pa,tg,13,0.13573851,0.446984512,0,0.632419405,0.585908824,-0.069936633,-0.97889798,0.213592946,1.416597682,-1.628125965,0.5732,-1.768405319
pa,tl,10,0.596101316,-0.03596899,0,0.632419405,0.585908824,-0.069936633,0.276828836,-0.1088297,-0.320843127,0.602855577,0.4781,-0.044432358
pa,th,7,0.86697241,-0.662603682,0.00012655,0.632419405,0.585908824,-0.069936633,0.276828836,0.641738339,-0.174148621,0.591554152,0.4365,-0.614335143
pa,ti,2,1.12673426,-2.892125777,0,-3.121373949,0.585908824,-2.359900629,0.276828836,0.070059442,-0.096809106,-1.628125965,0.5825,-0.290773225
pa,tk,17,-0.675157595,0.789645475,0,-1.052059778,0.585908824,-1.097536268,0.276828836,-0.730645175,1.061225316,0.713086254,0.5732,-1.319682986
pa,tr,13,0.13573851,0.446984512,0,0.632419405,0.585908824,-0.069936633,0.276828836,-0.882404863,-0.377473274,0.602855577,0.548,-0.312436316
pa,uk,17,-0.675157595,0.789645475,0,0.632419405,0.585908824,-0.069936633,-0.749399781,-1.681029557,-1.19745341,-1.628125965,0.5008,-0.110812678
pa,ug,12,0.369163081,0.251281522,0,-1.04197607,0.585908824,-1.091384803,0.276828836,-1.027875006,0.99503368,0.682477255,0.5732,-1.431297186
pa,uz,17,-0.675157595,0.789645475,0,0.632419405,0.585908824,-0.069936633,0.276828836,-1.062435582,-0.338475148,-1.628125965,0.5732,1.590962734
pa,vi,10,0.596101316,-0.03596899,0,0.632419405,0.585908824,-0.069936633,0.276828836,0.522729753,-0.064005918,0.579980434,0.4909,-0.510033273
pa,xh,3,1.061787778,-1.800722819,0.00012655,-2.349673015,0.585908824,-1.889132212,0.276828836,1.267736282,0.034849318,-1.628125965,0.5008,0.569925753
pa,yo,8,0.75477715,-0.343071793,0.00012655,0.379281215,0.585908824,-0.224361048,0.276828836,0.648118565,0.052924874,0.602855577,0.4832,0.487167798
pa,zu,12,0.369163081,0.251281522,0,-1.764244316,0.585908824,-1.531997304,0.276828836,0.084972197,0.070121507,0.568066156,0.5342,0.468982874
te,am,22,-1.233461489,0.893285588,0.000166917,-0.611235909,0.416660884,-0.696969879,0.276828836,-1.079796563,-0.883964045,0.455910495,0.5211,-0.244130451
te,ar,6,0.968715047,-1.100604307,0,0.632419405,0.416660884,0.061709575,0.276828836,0.010006202,-0.214539499,0.624956681,0.5608,1.590962734
te,az,16,-0.232006864,0.645964286,0,0.632419405,0.416660884,0.061709575,0.276828836,0.010006202,-0.214539499,0.624956681,0.5608,1.590962734
te,bn,30,-1.432728774,0.917845425,0,0.632419405,0.416660884,0.061709575,0.276828836,-0.581141241,-2.366092386,0.321745062,0.3198,-1.521273491
te,ca,14,0.32629703,0.29307914,0,0.632419405,0.416660884,0.061709575,0.276828836,0.722718985,-0.800450437,0.321745062,0.4565,0.443045478
te,ceb,8,0.839984763,-0.574332943,0,0.632419405,0.416660884,0.061709575,0.276828836,1.728102835,0.343379259,0.624956681,0.5587,-0.044903649
te,ckb,18,-0.790310758,0.816413116,0.000166917,0.269678823,0.416660884,-0.159576679,0.276828836,0.470310856,1.755588242,0.624956681,0.5608,-0.349039796
te,de,15,0.13573851,0.446984512,0,0.632419405,0.416660884,0.061709575,0.276828836,-0.366269891,-0.614894313,0.487558428,0.5367,0.330811153
te,fa,14,0.32629703,0.29307914,0,0.632419405,0.416660884,0.061709575,0.276828836,0.010006202,-0.214539499,0.624956681,0.5608,1.590962734
te,fr,9,0.812313812,-0.492154851,0,0.632419405,0.416660884,0.061709575,0.276828836,0.48273207,-0.600957589,0.487558428,0.4777,0.455776386
te,ha,16,-0.232006864,0.645964286,0,-1.108887671,0.416660884,-1.000557346,0.276828836,1.266468205,0.121379204,0.487558428,0.5594,0.434900716
te,hi,47,-3.191754579,1.011313742,0,0.632419405,0.416660884,0.061709575,0.276828836,-0.864717522,-2.363503977,0.408543662,0.3131,-1.997299104
te,hu,12,0.596101316,-0.03596899,0,0.632419405,0.416660884,0.061709575,0.276828836,-0.852647916,-1.068202842,0.408543662,0.4744,0.230584249
te,ilo,13,0.488511812,0.116294604,0.000166917,-0.175037928,0.416660884,-0.430871674,0.276828836,0.948100437,-0.162176544,0.624956681,0.496,-0.174281055
te,id,19,-1.064983401,0.868208664,0,0.632419405,0.416660884,0.061709575,0.276828836,0.869670606,-0.362371788,0.455910495,0.4878,-0.22531696
te,it,15,0.13573851,0.446984512,0,0.632419405,0.416660884,0.061709575,0.276828836,0.14112436,-0.132364112,0.624956681,0.5157,0.318390218
te,jv,18,-0.790310758,0.816413116,0.000166917,0.571061437,0.416660884,0.024278762,0.276828836,1.220624204,-1.135512348,0.506691321,0.4304,-0.314210276
te,kk,12,0.596101316,-0.03596899,0,0.632419405,0.416660884,0.061709575,0.276828836,0.035370682,1.692753896,0.749082798,0.5608,-0.623520335
te,rw,5,1.016241847,-1.399947409,0,-1.276296374,0.416660884,-1.102683346,0.276828836,0.616856693,-0.253502157,0.624956681,0.5114,0.112447071
te,ky,17,-0.47589031,0.734235025,0,0.632419405,0.416660884,0.061709575,0.276828836,-1.358075798,-0.970803939,0.487558428,0.5442,-0.706259358
te,ku,17,-0.47589031,0.734235025,0,-0.080624024,0.416660884,-0.373275419,0.276828836,0.358002852,1.715580035,0.624956681,0.5608,-0.346604591
te,lo,1,1.12673426,-2.892125777,0,-1.670564829,0.416660884,-1.343202864,0.276828836,1.080785469,0.144808459,0.624956681,0.5309,-0.755043859
te,mr,36,-1.991032668,0.965496175,0,0.632419405,0.416660884,0.061709575,0.276828836,-1.660622392,-1.882663502,0.624956681,0.3556,-3.498005395
te,mt,8,0.839984763,-0.574332943,0,-0.905673975,0.416660884,-0.876588868,0.276828836,1.617866347,0.152058603,0.624956681,0.5629,0.285329822
te,my,1,1.12673426,-2.892125777,0,-0.236001721,0.416660884,-0.468062025,0.276828836,-0.562622035,-1.196415106,0.51085077,0.4426,-1.343436009
te,ms,19,-1.064983401,0.868208664,0,0.632419405,0.416660884,0.061709575,0.276828836,0.010006202,-0.214539499,0.624956681,0.5608,1.590962734
te,nl,11,0.694042404,-0.210589839,0,0.632419405,0.416660884,0.061709575,0.276828836,-0.264365711,-0.417656706,0.624956681,0.518,0.422895145
te,ny,3,1.061787778,-1.800722819,0,-2.2845374,0.416660884,-1.717750675,0.276828836,1.506013062,2.159772492,0.624956681,0.5608,0.187990944
te,om,8,0.839984763,-0.574332943,0,-2.197495376,0.416660884,-1.66465156,0.276828836,0.010006202,-0.214539499,0.624956681,0.5608,1.590962734
te,pa,44,-2.4341834,0.988625249,0,0.448880641,0.416660884,-0.050256407,0.276828836,-0.864717522,-1.964833697,0.624956681,0.2687,-1.44505727
te,pl,13,0.488511812,0.116294604,0,0.632419405,0.416660884,0.061709575,0.276828836,-0.509174492,-0.704021431,0.321745062,0.5379,0.265911716
te,pt,10,0.75477715,-0.343071793,0,0.632419405,0.416660884,0.061709575,0.276828836,0.516929716,-0.251764389,0.624956681,0.4797,0.536359739
te,ro,16,-0.232006864,0.645964286,0,0.632419405,0.416660884,0.061709575,0.276828836,0.14112436,-0.558445355,0.432537475,0.5114,0.162945868
te,ru,4,1.039252048,-1.583557809,0,0.632419405,0.416660884,0.061709575,0.276828836,-0.068398397,-0.234417966,0.321745062,0.5801,-0.25759286
te,sn,15,0.13573851,0.446984512,0,-1.570983707,0.416660884,-1.282454399,0.276828836,1.175689209,0.030732628,0.624956681,0.5311,0.26627422
te,so,6,0.968715047,-1.100604307,0,-0.990919845,0.416660884,-0.928592257,0.276828836,-0.120203219,-1.007745289,0.455910495,0.4681,-0.351480021
te,es,18,-0.790310758,0.816413116,0,0.632419405,0.416660884,0.061709575,0.276828836,0.698197014,0.115708319,0.512093137,0.5702,0.502408395
te,sw,12,0.596101316,-0.03596899,0.000166917,0.632419405,0.416660884,0.061709575,0.276828836,0.010006202,-0.214539499,0.624956681,0.5608,1.590962734
te,sv,8,0.839984763,-0.574332943,0,0.632419405,0.416660884,0.061709575,0.276828836,0.172077293,-0.414968313,0.624956681,0.4904,0.320469443
te,ta,33,-1.676612221,0.941909069,0.000166917,0.632419405,0.416660884,0.061709575,-0.259467152,-4.383136358,-1.924184847,0.624956681,0.4327,-2.448358191
te,tg,16,-0.232006864,0.645964286,0,0.632419405,0.416660884,0.061709575,0.276828836,-0.046686828,1.57897063,0.624956681,0.5608,-0.791668995
te,tl,16,-0.232006864,0.645964286,0,0.632419405,0.416660884,0.061709575,0.276828836,1.108252505,-0.29625641,0.408543662,0.4763,-0.145709145
te,th,7,0.94415347,-0.975108354,0,0.632419405,0.416660884,0.061709575,0.276828836,1.531467174,-0.373027193,0.455910495,0.4364,-0.936575135
te,ti,2,1.105511376,-2.409172274,0,-3.121373949,0.416660884,-2.22825442,0.276828836,-0.274389094,-0.129816545,0.624956681,0.5796,-0.244130451
te,tk,16,-0.232006864,0.645964286,0.000166917,-1.052059778,0.416660884,-0.96589006,0.276828836,-1.313573885,1.270649329,0.749082798,0.5608,-0.660197772
te,tr,14,0.32629703,0.29307914,0,0.632419405,0.416660884,0.061709575,0.276828836,-1.174295373,-0.836219571,0.408543662,0.5461,-0.023879098
te,uk,17,-0.47589031,0.734235025,0,0.632419405,0.416660884,0.061709575,0.276828836,-0.31213814,-0.298008827,0.624956681,0.5157,0.170829508
te,ug,15,0.13573851,0.446984512,0,-1.04197607,0.416660884,-0.959738595,0.276828836,-2.722712161,1.04152253,0.749082798,0.5608,-0.645233656
te,uz,14,0.32629703,0.29307914,0,0.632419405,0.416660884,0.061709575,0.276828836,0.010006202,-0.214539499,0.624956681,0.5608,1.590962734
te,vi,10,0.75477715,-0.343071793,0,0.632419405,0.416660884,0.061709575,0.276828836,1.496285598,0.034026236,0.55191178,0.5367,-0.663372354
te,xh,3,1.061787778,-1.800722819,0,-2.349673015,0.416660884,-1.757486003,0.276828836,1.198843877,0.090521218,0.624956681,0.5319,0.437726401
